date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:47:49	104740/104740	---M--	200	added ('OK')	image/gif	etag:CNPr3tmj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532305535500-G0W7YSV0D86WSXL684MP/ke17ZwdGBToddI8pDm48kFQQgP34qnCpeHaeAOzTt7pZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZamWLI2zvYWH8K3-s_4yszcp2ryTI0HqTOaaUohrI8PIvwpK0aFuhG0GtLLHqvbV4raqY38tdDiF-KTEvoUH9G4/patterned.gif?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532305535500-G0W7YSV0D86WSXL684MP/ke17ZwdGBToddI8pDm48kFQQgP34qnCpeHaeAOzTt7pZw-z/patterned0e7d.gif	(from https://www.rebecca-murphy.net/)
10:47:52	38761/38761	---MCZ	200	added ('OK')	text/html	etag:W/%22faa35097208d1b99bada677542f253e9--gzip%22	https://www.rebecca-murphy.net/typography/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/typography/index.html	(from https://www.rebecca-murphy.net/)
10:48:01	1471515/1471515	---M-Z	200	added ('OK')	text/javascript	etag:%226c259abb1419ca6c269716df7089f9f1%22	http://assets.squarespace.com/universal/scripts-compressed/commerce-0c7db3152e34bbd955115-min.en-US.js	F:/Downloads/RebeccasWebsite/RebeccasWebsite/assets.squarespace.com/universal/scripts-compressed/commerce-0c7db3152e34bbd955115-min.en-US.js	(from https://www.rebecca-murphy.net/)
10:48:05	38940/38940	---MCZ	200	added ('OK')	text/html	etag:W/%22f4d3f85deb1357122e2b015d035824f6--gzip%22	https://www.rebecca-murphy.net/golden-pearl-of-aphrodite/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/golden-pearl-of-aphrodite/index.html	(from https://www.rebecca-murphy.net/)
10:48:09	1665296/1665296	---M-Z	200	added ('OK')	text/javascript	etag:%22c43c1bd4d8e69fc87bdc380bbe088372%22	http://assets.squarespace.com/universal/scripts-compressed/common-0671345c8f5db0d1af0b3-min.en-US.js	F:/Downloads/RebeccasWebsite/RebeccasWebsite/assets.squarespace.com/universal/scripts-compressed/common-0671345c8f5db0d1af0b3-min.en-US.js	(from https://www.rebecca-murphy.net/)
10:48:09	383854/383854	---M--	200	added ('OK')	image/jpeg	etag:CMX2hNmj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532098843521-RQUF49UM96Q3DKG25FOS/ke17ZwdGBToddI8pDm48kI0clhu0Aji3NOCgALY3yZIUqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8N_N4V1vUb5AoIIIbLZhVYxCRW4BPu10St3TBAUQYVKcVXD_gqaF84qeZlNrlr9g5LkRI9mLN4hkiFuFwhFnxtRnFARowi9CXiH9MqP34aru/letters.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532098843521-RQUF49UM96Q3DKG25FOS/ke17ZwdGBToddI8pDm48kI0clhu0Aji3NOCgALY3yZIUqsx/letters0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:09	743290/743290	---M--	200	added ('OK')	image/jpeg	etag:COnhrdqj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532325380279-ZI9TAJW7VA905KQMAIYG/ke17ZwdGBToddI8pDm48kPJXHKy2-mnvrsdpGQjlhod7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmihaE5rlzFBImxTetd_yW5btdZx37rH5fuWDtePBPDaHF5LxdCVHkNEqSYPsUQCdT/IMG_7509+copy.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532325380279-ZI9TAJW7VA905KQMAIYG/ke17ZwdGBToddI8pDm48kPJXHKy2-mnvrsdpGQjlhod7gQa/IMG_7509+copy0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:09	1211281/1211281	---M--	200	added ('OK')	image/jpeg	etag:CMmpkduj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532431418282-OVTX5UIHDRVULU4F5ITM/ke17ZwdGBToddI8pDm48kNiEM88mrzHRsd1mQ3bxVct7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0s0XaMNjCqAzRibjnE_wBlkZ2axuMlPfqFLWy-3Tjp4nKScCHg1XF4aLsQJlo6oYbA/goldenpearlofaphrodite-1.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532431418282-OVTX5UIHDRVULU4F5ITM/ke17ZwdGBToddI8pDm48kNiEM88mrzHRsd1mQ3bxVct7gQa/goldenpearlofaphrodite-10e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:10	436839/436839	---M--	200	added ('OK')	image/jpeg	etag:CKvhytqj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532326539228-PUS3RY4C6A55BH6ORHMF/ke17ZwdGBToddI8pDm48kLF0_iP-XiCKQOh4TbiXkz0UqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8N_N4V1vUb5AoIIIbLZhVYxCRW4BPu10St3TBAUQYVKcHNfu6Y7DXP8BQtEf-7NI9rkvfHQLbo5jBEl1mY6Wun6HpEqRu0RBSS_EJIMb3agM/IMG_5163.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532326539228-PUS3RY4C6A55BH6ORHMF/ke17ZwdGBToddI8pDm48kLF0_iP-XiCKQOh4TbiXkz0Uqsx/IMG_51630e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:10	253711/253711	---M--	200	added ('OK')	image/jpeg	etag:CPKEldmj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532229597717-DJDIQ8D1F31V0UKGQGZY/ke17ZwdGBToddI8pDm48kMSf0Vrz5-DIVpavOWbmx4hZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZUJFbgE-7XRK3dMEBRBhUpzHK2uel0hOT4CwaN_q9ekuY2SstvnEHIRh2Taoi_QxfWActSJjE0LRRbBKu67foQk/cardsinhand.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532229597717-DJDIQ8D1F31V0UKGQGZY/ke17ZwdGBToddI8pDm48kMSf0Vrz5-DIVpavOWbmx4hZw-z/cardsinhand0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:14	38287/38287	---MCZ	200	added ('OK')	text/html	etag:W/%2211c06c0647071421fc0d8cf893bbb532--gzip%22	https://www.rebecca-murphy.net/glass-slipper/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/glass-slipper/index.html	(from https://www.rebecca-murphy.net/)
10:48:14	577125/577125	---M--	200	added ('OK')	image/jpeg	etag:COLYrtqj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532327622705-IHAPGICRLJNEXYHKIFHH/ke17ZwdGBToddI8pDm48kFQQgP34qnCpeHaeAOzTt7pZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZamWLI2zvYWH8K3-s_4yszcp2ryTI0HqTOaaUohrI8PICHnXC1b9smDvYLPdL-DS7U1pkhCtl83kemXd5r3C5ngKMshLAGzx4R3EDFOm1kBS/tropicaldaze.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532327622705-IHAPGICRLJNEXYHKIFHH/ke17ZwdGBToddI8pDm48kFQQgP34qnCpeHaeAOzTt7pZw-z/tropicaldaze0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:14	40247/40247	---MCZ	200	added ('OK')	text/html	etag:W/%22d954509a9dea7811115ebf1a1c223612--gzip%22	https://www.rebecca-murphy.net/deck-of-cards/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/deck-of-cards/index.html	(from https://www.rebecca-murphy.net/)
10:48:14	38926/38926	---MCZ	200	added ('OK')	text/html	etag:W/%22f992d4cdd236dfea25a0b42f6475fb70--gzip%22	https://www.rebecca-murphy.net/talk-it-out-stickers/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/talk-it-out-stickers/index.html	(from https://www.rebecca-murphy.net/)
10:48:15	1485603/1485603	---M--	200	added ('OK')	image/jpeg	etag:CIja4tuj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532466093638-QCOV3EG4QU43KUBRQZHE/ke17ZwdGBToddI8pDm48kCySWjbxjnKkP4bzCOD3Rh4UqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8PaoYXhp6HxIwZIk7-Mi3Tsic-L2IOPH3Dwrhl-Ne3Z2X-MfgDAuxevUQMNOl5m3FhVcmQcnIIzhXxGdRX4Y8EhbTvJybZOtvbWRiFosmN10/Unicorns_posters.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532466093638-QCOV3EG4QU43KUBRQZHE/ke17ZwdGBToddI8pDm48kCySWjbxjnKkP4bzCOD3Rh4Uqsx/Unicorns_posters0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:16	47350/47350	---M-Z	200	added ('OK')	text/html	etag:W/%22d5702896f8b30c85bf2f643afcf6e853--gzip%22	https://www.rebecca-murphy.net/unicorns/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/unicorns/index.html	(from https://www.rebecca-murphy.net/)
10:48:16	289320/289320	---M--	200	added ('OK')	image/jpeg	etag:CK38lNmj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532229806606-E3V4RDCJ5ZRDBJONSEMH/ke17ZwdGBToddI8pDm48kPqQfq0L3n3wpHIsRapTfg8UqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8N_N4V1vUb5AoIIIbLZhVYxCRW4BPu10St3TBAUQYVKczo5Zn4xktlpMsMj-QlHXeMfNK6GwvtVkYEWiR8XAPyD3GfLCe_DXOSC_YcAacWL_/heapsnheapstee.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532229806606-E3V4RDCJ5ZRDBJONSEMH/ke17ZwdGBToddI8pDm48kPqQfq0L3n3wpHIsRapTfg8Uqsx/heapsnheapstee0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:16	37930/37930	---MCZ	200	added ('OK')	text/html	etag:W/%22ebdfb10e00ffcb6ce27dff12e71958c1--gzip%22	https://www.rebecca-murphy.net/tropical-daze/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/tropical-daze/index.html	(from https://www.rebecca-murphy.net/)
10:48:18	41068/41068	---MCZ	200	added ('OK')	text/html	etag:W/%228e9ce2719b0dd8b848db943047a27790--gzip%22	https://www.rebecca-murphy.net/biocupartseries/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/biocupartseries/index.html	(from https://www.rebecca-murphy.net/)
10:48:18	305610/305610	---M--	200	added ('OK')	image/jpeg	etag:COGKr9uj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532430476568-7SQCLTQDJJCRG6WRWU72/ke17ZwdGBToddI8pDm48kGIBqDuLx05PitVi0Tf63QNZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZUJFbgE-7XRK3dMEBRBhUpzEhuHAZIvcOJXKHaK0IYA2GvVGCblwTlHpWWjDmHOiMMxuglyWqWxfu7_umiLiZ6E/f6705ae6766183edf6ea1351bb4c00ce.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532430476568-7SQCLTQDJJCRG6WRWU72/ke17ZwdGBToddI8pDm48kGIBqDuLx05PitVi0Tf63QNZw-z/f6705ae6766183edf6ea1351bb4c00ce.110e7d.delay	(from https://www.rebecca-murphy.net/)
10:48:18	1059910/1059910	---M--	200	added ('OK')	image/jpeg	etag:CJm99dmj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532232173198-X6LZF6XGRN07FCGNV4UD/ke17ZwdGBToddI8pDm48kKOyTruBI62EzK38tKGZ_HJ7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1URNyhT1jyGtCVjNnSe-lkXwNvNt0F5_XDRCFDQ2R0SHbDi005ms6_8u9A4oz400EjQ/screaminghand_5.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532232173198-X6LZF6XGRN07FCGNV4UD/ke17ZwdGBToddI8pDm48kKOyTruBI62EzK38tKGZ_HJ7gQa/screaminghand_50e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:19	40691/40691	---MCZ	200	added ('OK')	text/html	etag:W/%22e8debb3e8e9868625fe771c3f5bbe794--gzip%22	https://www.rebecca-murphy.net/heapsnheaps/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/heapsnheaps/index.html	(from https://www.rebecca-murphy.net/)
10:48:19	716601/716601	---M--	200	added ('OK')	image/jpeg	etag:CIThkNuj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532467981470-SSKLWWVDFLJVUSDXO7MY/ke17ZwdGBToddI8pDm48kF-GcJ7Tg8uJKodK9bsifyQUqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8N_N4V1vUb5AoIIIbLZhVYxCRW4BPu10St3TBAUQYVKcEf7DljZCRqElMb99GspkM6SapgYJF7BmQoCL7KfmmYOIERmKqBcOjoyjvaG6NEsQ/paintingtherosesred.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532467981470-SSKLWWVDFLJVUSDXO7MY/ke17ZwdGBToddI8pDm48kF-GcJ7Tg8uJKodK9bsifyQUqsx/paintingtherosesred0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:31	1769668/1769668	---M--	200	added ('OK')	image/jpeg	etag:CInBqtuj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532467445601-X4O7V216QH00TBWSSBH7/ke17ZwdGBToddI8pDm48kBR9HdCRReEe2CMsRO9womt7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0kD6Ec8Uq9YczfrzwR7e2Mhm5OhMGnQNdI8K0VfzAa4NSlgqgg-mm3FMomg_60kJCw/dreamy_flyer.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532467445601-X4O7V216QH00TBWSSBH7/ke17ZwdGBToddI8pDm48kBR9HdCRReEe2CMsRO9womt7gQa/dreamy_flyer0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:32	45838/45838	---MCZ	200	added ('OK')	text/html	etag:W/%22f2903a2213bd5279f2dd650bbb83fd11--gzip%22	https://www.rebecca-murphy.net/screaminghand/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/screaminghand/index.html	(from https://www.rebecca-murphy.net/)
10:48:32	38094/38094	---MCZ	200	added ('OK')	text/html	etag:W/%2236d0cde83a4d2f27d14772aa383f31ef--gzip%22	https://www.rebecca-murphy.net/painting-the-roses-red/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/painting-the-roses-red/index.html	(from https://www.rebecca-murphy.net/)
10:48:32	38678/38678	---MCZ	200	added ('OK')	text/html	etag:W/%222ae0ffd5e84231ef2440909df8aac3c6--gzip%22	https://www.rebecca-murphy.net/avantcard/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/avantcard/index.html	(from https://www.rebecca-murphy.net/)
10:48:32	124678/124678	---M--	200	added ('OK')	image/jpeg	etag:CM2e79ij1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532094890952-0D0I61CW49WMQVE3BZM5/ke17ZwdGBToddI8pDm48kEpVg-ILAPna1wRh-xAJ9fRZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZUJFbgE-7XRK3dMEBRBhUpwEv36x-EUL2-BSQ5feDhwGCbXuJBFqZ-erYzVouT8yOb9TwqchglLQOCYTRn7ZGxI/11325490_1605481703062737_1604097196_n.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532094890952-0D0I61CW49WMQVE3BZM5/ke17ZwdGBToddI8pDm48kEpVg-ILAPna1wRh-xAJ9fRZw-z/11325490_1605481703062737_1604097196_n.150e7d	(from https://www.rebecca-murphy.net/)
10:48:33	1310832/1310832	---M--	200	added ('OK')	image/jpeg	etag:CJ/Ht9mj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532229466513-ZS2EDH4OBGY4PZQ0P4RX/ke17ZwdGBToddI8pDm48kJ6TiOeln6gTBodSIxZ4kE97gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmru5j-AQBePNiDV9hZLaF5HVc9p3eFOR5PK20AIz8kq1Y23NVMnRcvlbCQHycziSi/100squared_panels_setA_preview.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532229466513-ZS2EDH4OBGY4PZQ0P4RX/ke17ZwdGBToddI8pDm48kJ6TiOeln6gTBodSIxZ4kE97gQa/100squared_panels_setA_preview0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:33	37646/37646	---MCZ	200	added ('OK')	text/html	etag:W/%22dbb4082ef167d173646c10a9d76c9861--gzip%22	https://www.rebecca-murphy.net/dreamy/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/dreamy/index.html	(from https://www.rebecca-murphy.net/)
10:48:33	39799/39799	---MCZ	200	added ('OK')	text/html	etag:W/%22d76ee2883853c5f4c3b8919a1dba660d--gzip%22	https://www.rebecca-murphy.net/100-squared/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/100-squared/index.html	(from https://www.rebecca-murphy.net/)
10:48:33	151236/151236	---M--	200	added ('OK')	image/jpeg	etag:CLb+ltqj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532231989535-DSX6B23B987PS1PLSQHR/ke17ZwdGBToddI8pDm48kKwnwxFXLg0C3Xqt9LyQBVRZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZamWLI2zvYWH8K3-s_4yszcp2ryTI0HqTOaaUohrI8PIcjwYUPLFUFoTDCCJWYCj8dxuSlnZSkczgqXZLDpx1ggKMshLAGzx4R3EDFOm1kBS/freethereef_lowres.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532231989535-DSX6B23B987PS1PLSQHR/ke17ZwdGBToddI8pDm48kKwnwxFXLg0C3Xqt9LyQBVRZw-z/freethereef_lowres0e7d.jpg	(from https://www.rebecca-murphy.net/)
10:48:34	43310/43310	---MCZ	200	added ('OK')	text/html	etag:W/%22d25b77b56edb5fd96cc2f5db756f62c8--gzip%22	https://www.rebecca-murphy.net/freethereef/	F:/Downloads/RebeccasWebsite/RebeccasWebsite/www.rebecca-murphy.net/freethereef/index.html	(from https://www.rebecca-murphy.net/)
10:48:34	1442106/1442106	---M--	200	added ('OK')	image/jpeg	etag:CJyQw9mj1uMCEAE=	https://images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532230132037-SRVIPRSDYIVRJ1YHJYYG/ke17ZwdGBToddI8pDm48kJ86QcF_G_bSd9sMSZ1y6WV7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmK-rtDVyS8lrwwDyo1SUQ5pTohcQoL7So-5xZutVELQBiBl2xm-IOzQ5m4K4hhQIU/artlinegemini.jpg?format=original	F:/Downloads/RebeccasWebsite/RebeccasWebsite/images.squarespace-cdn.com/content/v1/5b51813175f9ee60a4c2761a/1532230132037-SRVIPRSDYIVRJ1YHJYYG/ke17ZwdGBToddI8pDm48kJ86QcF_G_bSd9sMSZ1y6WV7gQa/artlinegemini0e7d.jpg	(from https://www.rebecca-murphy.net/)
